X,X35p.u_35r.u_b,X35p.u_30r.u_b,X35p.u_25r.u_b,X35p.u_20r.u_b,X35p.u_15r.u_b,X35p.u_10r.u_b,X35p.u_05r.u_b,X30p.u_35r.u_b,X30p.u_30r.u_b,X30p.u_25r.u_b,X30p.u_20r.u_b,X30p.u_15r.u_b,X30p.u_10r.u_b,X30p.u_05r.u_b,X25p.u_35r.u_b,X25p.u_30r.u_b,X25p.u_25r.u_b,X25p.u_20r.u_b,X25p.u_15r.u_b,X25p.u_10r.u_b,X25p.u_05r.u_b,X20p.u_35r.u_b,X20p.u_30r.u_b,X20p.u_25r.u_b,X20p.u_20r.u_b,X20p.u_15r.u_b,X20p.u_10r.u_b,X20p.u_05r.u_b,X15p.u_35r.u_b,X15p.u_30r.u_b,X15p.u_25r.u_b,X15p.u_20r.u_b,X15p.u_15r.u_b,X15p.u_10r.u_b,X15p.u_05r.u_b,X10p.u_35r.u_b,X10p.u_30r.u_b,X10p.u_25r.u_b,X10p.u_20r.u_b,X10p.u_15r.u_b,X10p.u_10r.u_b,X10p.u_05r.u_b,X05p.u_35r.u_b,X05p.u_30r.u_b,X05p.u_25r.u_b,X05p.u_20r.u_b,X05p.u_15r.u_b,X05p.u_10r.u_b,X05p.u_05r.u_b,X35p.u_35r.d_b,X35p.u_30r.d_b,X35p.u_25r.d_b,X35p.u_20r.d_b,X35p.u_15r.d_b,X35p.u_10r.d_b,X35p.u_05r.d_b,X30p.u_35r.d_b,X30p.u_30r.d_b,X30p.u_25r.d_b,X30p.u_20r.d_b,X30p.u_15r.d_b,X30p.u_10r.d_b,X30p.u_05r.d_b,X25p.u_35r.d_b,X25p.u_30r.d_b,X25p.u_25r.d_b,X25p.u_20r.d_b,X25p.u_15r.d_b,X25p.u_10r.d_b,X25p.u_05r.d_b,X20p.u_35r.d_b,X20p.u_30r.d_b,X20p.u_25r.d_b,X20p.u_20r.d_b,X20p.u_15r.d_b,X20p.u_10r.d_b,X20p.u_05r.d_b,X15p.u_35r.d_b,X15p.u_30r.d_b,X15p.u_25r.d_b,X15p.u_20r.d_b,X15p.u_15r.d_b,X15p.u_10r.d_b,X15p.u_05r.d_b,X10p.u_35r.d_b,X10p.u_30r.d_b,X10p.u_25r.d_b,X10p.u_20r.d_b,X10p.u_15r.d_b,X10p.u_10r.d_b,X10p.u_05r.d_b,X05p.u_35r.d_b,X05p.u_30r.d_b,X05p.u_25r.d_b,X05p.u_20r.d_b,X05p.u_15r.d_b,X05p.u_10r.d_b,X05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,X35p.u_r.nc_b,X30p.u_r.nc_b,X25p.u_r.nc_b,X20p.u_r.nc_b,X15p.u_r.nc_b,X10p.u_r.nc_b,X05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder,party,repub,pte,cte,ptae,ctae,sdo,ptez,ctez,ptaez,ctaez,sdoz,pid,poor_angerz,poor_disgustz,poor_compz,poor_envyz,rich_angerz,rich_disgustz,rich_compz,rich_envyz,trump_overallz,trump_covidz,t1_weight,t1_weightz,t2_weight,t2_weightz,t3_weight,t3_weightz,t4_weight,t4_weightz,money_burning,money_burningz,free_rich,free_richz,bern_min_bid,bern_min_bidz
385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,13,1,1,1,1,3,1,1,1,25,75,1,0,0,0,0,7,7,3,2,1,1,2,1,1,1,1,1,"If it was a leftist, liberal, socialist, communist policy then I voted against it. ",1,2,6,6,5,6,6,2,3,6,5,5,6,6,6,6,6,6,1,60,1,11,6,6,7,3,NA,NA,7,1,1,4,Rep,1,4.75,2.75,5.5,2,5.375,0.853164203,-2.204015654,1.086146576,-2.814932303,1.902206268,367,-0.617105696,-0.613834812,-1.483178459,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
386,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,NA,6,2,6,6,2,6,6,1,90,10,1,1,1,1,1,1,1,4,4,1,1,5,1,5,5,1,3,The benefit to the poor needed to outweigh the benefits to the wealthy.,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1,1,2,59,1,1,2,2,2,1,NA,48,NA,1,1,8,Dem,0,1,5.5,1,7,1.375,-1.139607638,0.008060885,-1.34549934,1.104227373,-1.157623487,368,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.095238095,-0.971475872,0.952380952,0.488560129,1,0.780281204,0.952380952,0.939081899,0.142857143,-0.398962119,0,-0.663472675,-4,-1.857004015
387,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,NA,4,5,6,5,4,4,5,1,60,40,1,0,1,1,1,5,3,4,4,2,1,4,1,2,2,1,3,I thought it's not fair to take away from others. But I know there is some greed in the rich people of this country. So I thought it wouldn't hurt the richest to give a little.,1,1,3,3,1,6,3,2,7,3,4,4,5,3,1,2,2,3,2,47,1,11,5,5,5,3,NA,NA,2,1,1,5,Rep,1,2,3.25,4,6,3.1875,-0.608201814,-1.80181992,0.275597937,0.320395438,0.228861871,369,0.216250714,-0.613834812,0.237816864,-0.547747684,-0.279746596,-0.304273452,-0.826843852,0.314518858,0.377563875,-0.511225701,0.952380952,1.084236465,0.904761905,0.3325106,0.666666667,-0.170149426,0.047619048,-1.25421986,0,-0.767713587,0.571428571,0.889544846,1,0.195104066
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,26,6,1,1,2,5,6,3,1,60,40,1,0,1,0,0,3,5,2,3,1,1,4,1,2,1,1,3,"I was considering whether both the poor and the rich would benefit, because that was easy to support. If more came from the rich, I was thinking of the total percent lost from the rich and the total gained from the poor. It is important to remember that the percent for the poor means a much lower dollar amount versus the rich, so I was trying to weigh the percent versus hard numbers for both groups.",1,2,4,5,1,1,3,2,2,4,3,5,6,6,3,4,3,4,1,32,1,6,4,3,5,2,2,NA,2,1,1,5,Rep,1,3,5.5,5,4.5,3.5,-0.076795989,0.008060885,0.815963696,-0.855352465,0.46791107,370,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.279746596,-0.99954564,-0.826843852,0.314518858,-0.485439267,0.34872896,0.80952381,0.741617742,1,0.644609658,0.666666667,-0.170149426,0.047619048,-1.25421986,0,-0.767713587,0,-0.663472675,-5,-2.267425631
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,10,1,1,1,2,4,2,1,1,90,10,1,0,0,0,0,7,7,4,4,1,1,4,1,1,1,1,1,"if they were wise for the long term and just generally good,sound policies",1,1,1,1,1,2,1,2,1,1,6,7,6,6,2,4,3,4,2,67,1,5,6,6,6,3,NA,NA,5,1,1,6,Rep,1,1,6.75,6.25,4.75,2.9375,-1.139607638,1.013550221,1.491420895,-0.659394481,0.037622511,371,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,1.240567017,1.208683621,0.333333333,-0.400444668,1,0.644609658,0.428571429,-0.849028447,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,13,1,1,1,1,1,1,1,1,50,50,0,0,0,0,0,7,7,4,4,2,2,4,1,1,1,5,1,HAD TO BE FAIR FOR BOTH SIDES.,1,1,1,4,1,1,4,2,1,4,4,4,4,4,1,4,4,4,1,32,1,4,7,7,7,3,NA,NA,7,1,1,4,Rep,1,1.75,5.5,4,4.75,2.875,-0.74105327,0.008060885,0.275597937,-0.659394481,-0.010187329,372,0.216250714,0.284182783,0.237816864,-0.547747684,-0.994990595,-0.99954564,2.301933284,-1.223853175,1.240567017,1.208683621,0.904761905,0.970030224,0.952380952,0.488560129,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,8,23,2,1,2,2,5,2,2,1,80,20,1,1,1,0,0,7,7,5,5,4,4,4,3,4,4,3,3,Whether or not the wealthy would get more wealthy,1,1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,2,28,1,5,5,5,5,3,NA,NA,5,1,1,6,Rep,1,1,7,2.5,7,1.375,-1.139607638,1.214648088,-0.534950701,1.104227373,-1.157623487,373,1.882963534,2.080217973,0.237816864,1.083399993,1.150741403,1.086270923,0.737544716,0.314518858,1.240567017,1.208683621,0,-1.199888354,0,-2.632430451,1,0.780281204,1,1.054518834,0.857142857,1.444795221,0,-0.663472675,-1,-0.625739166
392,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,8,12,3,5,1,5,2,3,2,1,75,25,1,0,1,0,1,5,3,5,5,1,1,5,1,3,3,1,4,I was looking at how much of a gain it would give the wealthy vs the poor. If it was equal as far as an increase it wasn't worth it. The divide between the poor and rich needs to come together more and not have such unequal wealth. So if it could give the poor a higher increase without increasing the wealthy much then I would vote yes.,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,52,1,7,5,5,5,3,NA,NA,3,1,1,5,Rep,1,1.25,6.5,1.75,6,1.625,-1.006756182,0.812452354,-0.940225021,0.320395438,-0.966384127,374,-0.617105696,-0.613834812,1.098314526,-0.547747684,0.435497403,0.390998736,-0.826843852,1.083704875,0.377563875,-0.511225701,0,-1.199888354,0.428571429,-1.22798469,0.80952381,0.237177987,0.428571429,-0.330724383,0,-0.767713587,0,-0.663472675,2,0.605525682
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,2,4,1,4,2,1,3,1,70,30,1,0,0,0,0,6,6,4,5,1,1,4,1,1,1,3,5,I just thought about what serves the greater good best.,1,2,1,2,1,2,2,2,2,3,2,4,3,3,1,3,3,3,2,44,1,14,6,2,7,3,NA,NA,5,1,1,5,Rep,1,1.5,5.75,3,5.5,2.3125,-0.873904726,0.209158752,-0.264767822,-0.07152053,-0.440475888,375,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,0.737544716,1.852890892,0.809065446,0.77870629,1,1.198442705,1,0.644609658,0.666666667,-0.170149426,0.047619048,-1.25421986,0,-0.767713587,1,2.054307987,2,0.605525682
394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,NA,1,1,1,1,6,3,2,1,67,33,1,0,0,0,0,7,7,4,3,1,2,2,1,1,1,1,2,"I considered how it would affect me and my family economically. I also considered how it would affect the general taxpayer in America economically. Policies such as cancelling all student debt or universal healthcare for all are more aligned with socialist policies that are economically unfeasible. If these extreme policies were to go into effect, the tax burden on the average American would be astronomical. ",1,2,5,5,2,2,2,2,1,2,5,6,7,7,1,5,1,7,1,40,1,6,6,6,6,3,NA,NA,6,1,1,3,Rep,1,3.5,6.25,6.25,4.5,3.75,0.188906923,0.611354487,1.491420895,-0.855352465,0.65915043,376,-0.617105696,0.284182783,-1.483178459,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-0.454667158,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8,NA,1,1,1,5,1,2,1,1,70,30,1,0,1,0,0,7,7,4,4,2,2,4,1,2,1,1,4,"I believe in fairness. If you borrowed money, you should repay it. People should have to pay for health care; it's a basic necessity.",1,6,5,5,7,5,5,2,3,3,5,2,5,5,2,5,4,6,2,88,1,5,6,7,6,3,NA,NA,5,1,1,4,Rep,1,5.75,4,4.25,3.75,4.5625,1.384570027,-1.198526318,0.410689377,-1.443226416,1.280678349,377,0.216250714,0.284182783,0.237816864,-0.547747684,-0.279746596,-0.99954564,-0.826843852,1.083704875,1.240567017,1.208683621,0,-1.199888354,0.047619048,-2.476380922,0.523809524,-0.577476838,0.047619048,-1.25421986,0,-0.767713587,0,-0.663472675,0,-0.21531755
397,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,NA,7,4,6,6,5,3,4,1,75,25,1,1,0,1,1,6,7,5,4,5,4,3,4,3,4,5,4,YES,1,6,6,5,6,3,2,2,2,3,6,6,5,6,1,3,3,2,1,45,1,7,2,2,2,1,NA,48,NA,1,1,3,Dem,0,5.75,5.5,5.75,5.75,4.0625,1.384570027,0.008060885,1.221238016,0.124437454,0.89819963,378,2.716319944,2.080217973,-0.622680797,1.898973832,0.435497403,1.086270923,2.301933284,1.083704875,0.809065446,1.208683621,0.80952381,0.741617742,0.571428571,-0.759836103,0.476190476,-0.713252642,0.238095238,-0.792472121,0,-0.767713587,0.571428571,0.889544846,-3,-1.446582399
399,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,8,21,4,4,4,4,4,4,4,1,50,50,0,1,1,1,1,5,NA,3,4,3,3,3,3,2,2,3,3,Was considering the percentage of the increment of wealth for poor and the the suffering they go through most times,1,4,4,5,5,3,3,2,3,3,4,4,5,5,4,4,3,3,1,52,1,4,2,2,4,3,NA,NA,2,1,1,7,Rep,1,4.5,5,4.5,4.5,3.875,0.720312747,-0.394134849,0.545780817,-0.855352465,0.75477011,379,1.049607124,1.182200378,-0.622680797,1.083399993,-0.279746596,-0.304273452,0.737544716,0.314518858,0.377563875,NA,0.857142857,0.855823983,0.857142857,0.176461071,0.904761905,0.508729596,0.80952381,0.592771095,0.142857143,-0.398962119,0.285714286,0.113036085,0,-0.21531755
400,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,6,NA,1,1,3,5,6,7,6,1,70,30,1,1,0,1,0,6,6,2,2,1,1,3,1,1,1,1,1,Whether the poor would be benefited more and I didn't want to take too much money away from people that earned a higher salary,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,45,1,6,5,4,5,3,NA,NA,3,1,1,7,Rep,1,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,380,-0.617105696,-0.613834812,-0.622680797,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,0.809065446,0.77870629,0.047619048,-1.085682113,0.952380952,0.488560129,0.904761905,0.508729596,0.238095238,-0.792472121,0.142857143,-0.398962119,0,-0.663472675,0,-0.21531755
401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,8,23,1,1,1,1,4,1,1,1,75,25,1,0,1,0,0,6,5,1,1,1,1,1,1,1,1,1,2,"whether or not id be taxed or not, and since a majority of these policies end up effecting the middle class (the richest usually get out of things like that via loopholes) i would not support taxing myself further than necessary",1,4,3,3,3,2,6,2,3,4,4,6,6,7,1,4,3,4,1,25,1,15,5,5,6,3,NA,NA,4,1,1,5,Rep,1,3.25,4.25,5.75,5,3.9375,0.056055467,-0.997428451,1.221238016,-0.463436497,0.80257995,381,-0.617105696,-0.613834812,-2.34367612,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-0.454667158,0.809065446,0.34872896,0.761904762,0.627411501,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0.428571429,0.501290466,0,-0.21531755
402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,9,2,2,2,2,4,4,4,1,70,30,1,1,0,0,0,7,7,4,4,1,1,4,1,1,1,4,1,"While an even playing field would be nice, in general the top earners in the country are the ones pushing the country forward economically and in policy. Lowering their wealth too much to ""spread it around"" would stagnate forward progression.",1,4,4,4,1,3,4,2,4,4,4,4,4,5,3,4,4,4,1,49,1,7,6,6,6,3,NA,NA,6,1,1,7,Rep,1,3.25,4.25,4.25,4.25,3.75,0.056055467,-0.997428451,0.410689377,-1.051310449,0.65915043,382,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,1.519739,-1.223853175,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0.476190476,-0.713252642,0.238095238,-0.792472121,0.142857143,-0.398962119,1,2.054307987,0,-0.21531755
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,NA,4,3,3,3,4,4,4,1,80,20,1,0,1,1,1,6,5,4,3,4,4,3,3,4,3,3,4,economical fiting,1,2,3,3,2,2,3,2,4,3,4,5,6,4,5,3,4,3,1,36,1,3,4,5,4,3,NA,NA,6,1,1,4,Rep,1,2.5,5,4.75,4.25,3.5,-0.342498901,-0.394134849,0.680872257,-1.051310449,0.46791107,383,1.882963534,2.080217973,-0.622680797,1.083399993,1.150741403,0.390998736,0.737544716,1.083704875,0.809065446,0.34872896,0,-1.199888354,0,-2.632430451,0.666666667,-0.170149426,0.904761905,0.823644964,0.142857143,-0.398962119,0,-0.663472675,-1,-0.625739166
404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,23,2,1,1,1,1,1,1,1,80,20,1,0,0,0,0,7,6,2,1,1,1,2,1,1,3,1,1,"Equality, and one group should not benefit from the downfall of others. ",1,2,2,4,4,6,4,2,3,4,5,5,5,5,4,5,3,5,2,49,1,5,6,6,6,3,NA,NA,7,1,1,5,Rep,1,3,3.75,5,3.75,4.125,-0.076795989,-1.399624185,0.815963696,-1.443226416,0.94600947,384,-0.617105696,-0.613834812,-1.483178459,-0.547747684,-0.994990595,0.390998736,-0.826843852,-1.223853175,1.240567017,0.77870629,0.285714286,-0.514650909,0.952380952,0.488560129,0.428571429,-0.849028447,0,-1.369656795,0,-0.767713587,0,-0.663472675,-1,-0.625739166
406,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8,9,1,1,1,2,4,2,2,1,75,25,0,0,0,0,0,7,7,5,4,1,1,5,1,1,2,1,1,"How fair it was across the board, who needed an increase, who would be most hurt by a decrease. ",1,2,2,5,1,2,1,2,2,4,4,5,6,6,5,5,4,6,2,30,1,9,7,7,7,3,NA,NA,4,1,1,5,Rep,1,2.5,5.75,5.25,3,3.75,-0.342498901,0.209158752,0.951055136,-2.031100368,0.65915043,385,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.994990595,-0.304273452,-0.826843852,-1.223853175,1.240567017,1.208683621,0.047619048,-1.085682113,1,0.644609658,0.285714286,-1.256355859,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
